,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,NP_concentration (μg/ml),ZOI,reference,time (hr),Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Strain,Coating,Solvent for extract,Precursor of NP,"Temperature for extract, C","Duration preparing extract, min",Concentration of precursor (mM),DONE?,,COUNT of DONE,
339,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Streptococcus mutans,64.0,7.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37.0,2.0,carious dentine,MTCC 497,0,sterile water,AgNO3,30,4320,1,done,,,
340,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Streptococcus mutans,32.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37.0,2.0,carious dentine,MTCC 497,0,sterile water,AgNO3,30,4320,1,done,,,
341,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Streptococcus mutans,16.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,24.0,37.0,2.0,carious dentine,MTCC 497,0,sterile water,AgNO3,30,4320,1,done,,,
342,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
343,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
344,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Staphylococcus aureus,500.0,7.3,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,37,4320,1,done,,,
345,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
346,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Bacillus subtilis,500.0,6.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30.0,1.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
347,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,1000.0,14.9,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
348,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,1000.0,9.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
349,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Staphylococcus aureus,1000.0,10.5,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,37,4320,1,done,,,
350,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,1000.0,16.0,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
351,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Bacillus subtilis,1000.0,12.3,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30.0,1.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
352,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
353,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
354,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
355,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
356,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
357,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
358,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Bacillus subtilis,500.0,6.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30.0,1.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
359,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
360,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
361,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Staphylococcus aureus,500.0,7.3,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,37,4320,1,done,,,
362,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
363,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
364,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
365,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
366,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
367,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
368,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
369,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
370,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
371,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
372,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
373,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
374,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
375,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
376,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
377,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
378,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
379,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
380,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
381,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Candida albicans,500.0,8.2,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,,0,water (distilled),AgNO3,37,4320,1,done,,,
382,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Escherichia coli,500.0,6.6,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,37,4320,1,done,,,
383,green_synthesis from  Eurotium cristatum,17.5,spherical,disc_diffusion,Pseudomonas aeruginosa,500.0,7.4,https://link.springer.com/article/10.1007/s12257-019-0506-7,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,water (distilled),AgNO3,37,4320,1,done,,,
432,green_synthesis from fungus,14.0,spherical,well_diffusion,Escherichia coli,1000.0,14.27,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 8739,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
433,green_synthesis from fungus,14.0,spherical,well_diffusion,Pseudomonas aeruginosa,1000.0,17.13,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,ATCC 27853,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
434,green_synthesis from fungus,14.0,spherical,well_diffusion,Klebsiella pneumoniae,1000.0,16.13,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30.0,2.0,respiratory tract,ATCC 2719,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
435,green_synthesis from fungus,14.0,spherical,well_diffusion,Enterococcus faecalis,1000.0,19.47,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria,Enterococcus faecalis,pathogenic,p,24.0,37.0,2.0,urine,ATCC 29212,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
436,green_synthesis from fungus,14.0,spherical,well_diffusion,Bacillus subtilis,1000.0,16.43,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30.0,1.0,soil,ATCC 6633,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
437,green_synthesis from fungus,14.0,spherical,well_diffusion,Staphylococcus aureus,1000.0,16.15,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
438,green_synthesis from fungus,14.0,spherical,well_diffusion,Staphylococcus aureus,1000.0,14.27,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,ATCC 29736,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
439,green_synthesis from fungus,14.0,spherical,well_diffusion,Candida albicans,1000.0,18.13,https://www.sciencedirect.com/science/article/pii/S0944501315300136,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,37.0,2.0,mouth,ATCC 2091,0,sterile double distilled water,AgNO3,27,2880,1,done,has Ag,,
871,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,170.0,26.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
872,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,85.0,20.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
873,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,42.5,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
874,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,21.25,16.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
875,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,10.625,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
876,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,0.31,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
877,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,2.65,13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
878,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,1.33,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
879,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Escherichia coli,0.66,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
880,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,170.0,27.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
881,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,85.0,22.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
882,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,42.5,19.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
883,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,21.25,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
884,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,10.625,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
885,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,0.31,13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
886,green_synthesis using Ulva fasciata,15.0,spherical,disk_diffusion,Staphylococcus aureus,2.65,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,water (distilled),AgNO3,100,60,"0,1",done,has Ag,,
